,index,time,players,viewers,event,%chg_players,%chg_viewers
148,714,2015-12-22,32066.0,2628.0,0.0,0.04415499837186587,-0.7844488188976377
149,715,2015-12-23,34575.0,2958.0,0.0,0.07824486995571633,0.12557077625570767
150,716,2015-12-24,32668.0,7754.0,0.0,-0.055155459146782326,1.6213657876943879
151,717,2015-12-25,34992.0,1847.0,0.0,0.07113995347128688,-0.7618003611039463
152,718,2015-12-26,39925.0,3006.0,0.0,0.14097508001828984,0.6275040606388738
153,719,2015-12-27,43174.0,5215.0,0.0,0.08137758296806519,0.7348636061210911
154,720,2015-12-28,44427.0,17650.0,0.0,0.02902209663223232,2.3844678811121764
155,721,2015-12-29,43938.0,5965.0,0.0,-0.011006820176919452,-0.6620396600566572
156,722,2015-12-30,44916.0,10018.0,0.0,0.022258637170558426,0.6794635373009221
157,723,2015-12-31,43034.0,5680.0,0.0,-0.04190043637011309,-0.43302056298662406
158,724,2016-01-01,43452.0,3637.0,0.0,0.00971324998838119,-0.35968309859154934
159,725,2016-01-02,44697.0,5044.0,0.0,0.02865230599281965,0.38685729997250484
160,726,2016-01-03,45231.0,4889.0,0.0,0.01194711054433184,-0.030729579698651865
161,727,2016-01-04,43965.0,13385.0,0.0,-0.02798965311401469,1.737778686848026
162,728,2016-01-05,41546.0,5522.0,0.0,-0.055021039463209354,-0.5874486365334329
163,729,2016-01-06,39143.0,32338.0,0.0,-0.05783950320127085,4.856211517566099
164,730,2016-01-07,39116.0,8344.0,0.0,-0.0006897785044580607,-0.74197538499598
165,731,2016-01-08,42452.0,68040.0,0.0,0.08528479394621136,7.154362416107382
166,732,2016-01-09,42697.0,5138.0,0.0,0.005771223970602035,-0.9244855967078189
167,733,2016-01-10,41604.0,12460.0,0.0,-0.025598988219312835,1.4250681198910082
168,734,2016-01-11,41137.0,3129.0,0.0,-0.01122488222286322,-0.7488764044943821
169,735,2016-01-12,35909.0,9874.0,0.0,-0.12708753676738704,2.1556407798018538
170,736,2016-01-13,34342.0,5472.0,0.0,-0.04363808515970924,-0.4458172979542232
171,737,2016-01-14,35661.0,3898.0,0.0,0.03840778056024696,-0.2876461988304093
172,738,2016-01-15,38269.0,7233.0,0.0,0.07313311460699357,0.8555669574140585
173,739,2016-01-16,38186.0,9252.0,0.0,-0.002168857299642002,0.2791372874326006
174,740,2016-01-17,39620.0,6776.0,0.0,0.037553029906248314,-0.2676178123648941
175,741,2016-01-18,37951.0,9896.0,0.0,-0.0421251892983342,0.46044864226682414
176,742,2016-01-19,34711.0,6537.0,0.0,-0.08537324444678662,-0.33943007275666937
177,743,2016-01-20,33004.0,3291.0,0.0,-0.0491774941661145,-0.49655805415328136
178,744,2016-01-21,34582.0,3112.0,0.0,0.0478123863774087,-0.05439076268611365
179,745,2016-01-22,41612.0,3423.0,0.0,0.20328494592562607,0.09993573264781497
180,746,2016-01-23,45255.0,11342.0,0.0,0.08754686148226476,2.3134677183756938
181,747,2016-01-24,46548.0,6085.0,0.0,0.02857142857142847,-0.4634985011461823
182,748,2016-01-25,42770.0,3051.0,0.0,-0.08116353011944655,-0.4986031224322104
183,749,2016-01-26,38986.0,3857.0,0.0,-0.08847322889876086,0.26417568010488357
184,750,2016-01-27,37602.0,7965.0,0.0,-0.03549992304929972,1.065076484314234
185,751,2016-01-28,37127.0,9814.0,0.0,-0.01263230679219185,0.23214061519146267
186,752,2016-01-29,37533.0,4375.0,0.0,0.01093543782153139,-0.5542082738944365
187,753,2016-01-30,39387.0,4514.0,0.0,0.04939653105267361,0.03177142857142856
188,754,2016-01-31,40626.0,5890.0,0.0,0.03145707974712475,0.30482941958351795
189,755,2016-02-01,36548.0,4931.0,0.0,-0.10037906759218229,-0.16281833616298813
190,756,2016-02-02,34401.0,3307.0,0.0,-0.0587446645507278,-0.32934496045426886
191,757,2016-02-03,34839.0,7747.0,0.0,0.012732188017790191,1.3426065920774115
192,758,2016-02-04,37435.0,3109.0,0.0,0.07451419386319924,-0.5986833613011489
193,759,2016-02-05,37475.0,5321.0,0.0,0.001068518765860782,0.7114827918944999
194,760,2016-02-06,40420.0,8995.0,0.0,0.07858572381587736,0.6904717158428866
195,761,2016-02-07,42253.0,9815.0,0.0,0.04534883720930227,0.09116175653140624
196,762,2016-02-08,38557.0,2961.0,0.0,-0.08747307883463895,-0.6983188996434029
197,763,2016-02-09,36933.0,18130.0,0.0,-0.04211945950151719,5.122931442080378
198,764,2016-02-10,36489.0,6304.0,0.0,-0.012021769149541006,-0.6522890237175951
199,765,2016-02-11,50853.0,8147.0,0.0,0.3936528816903724,0.29235406091370564
200,766,2016-02-12,50330.0,9401.0,0.0,-0.010284545651190635,0.15392168896526326
201,767,2016-02-13,49972.0,7594.0,0.0,-0.007113053844625461,-0.19221359429847884
202,768,2016-02-14,49687.0,6942.0,0.0,-0.005703193788521577,-0.08585725572820646
203,769,2016-02-15,49864.0,9389.0,0.0,0.003562299997987406,0.35249207721117837
204,770,2016-02-16,42644.0,8955.0,0.0,-0.14479383924274025,-0.046224305037810165
205,771,2016-02-17,41399.0,10454.0,0.0,-0.029195197448644628,0.16739251814628697
206,772,2016-02-18,40257.0,8785.0,0.0,-0.02758520737215875,-0.15965180792041322
